INDEX,NAME,TYPE,MAC,SN,STREAM,IPMODE,IP,SUBNET,GW,MODE,SWVER,WEBVER,AUDIOSTREAM,AUDIOENABLE,RESOLUTION,2NDSTREAM,EXTREMEQUALITY,RS232BAUD,HDMIAUDIOENABLE,LASTFRAMEHOLD,DVIOFFSTREAMLOSS,EDID,WP_STREAM_WIN0,WP_STREAM_WIN1,WP_STREAM_WIN2,WP_STREAM_WIN3,WP_STREAM_WIN4,WP_STREAM_WIN5,WP_STREAM_WIN6,WP_STREAM_WIN7,WP_STREAM_WIN8,UNSOLICITEDIPADDR,DISCOVERYINTERVALSEC,ENABLEDISCOVERYPACKETS,MEDIAPORT0,MEDIAPORT1,PORTSHUTDOWN1,GRATARP,GRATARPINT,UNSOLSTATUS,UNSOLSTATUSINT,USERMCMODE,USERMCIP,IRCOMMANDHOLDOFF,IRREPEATHOLDOFF,USBENABLE,FORCEHTTPS,SETTINGSLOCK,STREAMAUDIO,MUTE,PLAYMODE,YCBCROUTPUT,GEN1COMPATIBILITY,SIMPLIFIEDDVI,LIVEAUDIOLOCALPLAY,BYPASSSCALER,LINEOUTVOLLEFT,LINEOUTVOLRIGHT,NEGATIVEVSYNC,NEGATIVEHSYNC,IGMPJOINSENABLE,IGMPJOINSINTERVAL,AUTOSYNCCONTROL,AUTOSYNCMAXADJUSTRATE,MAINTAINASPECTRATIO,LINEINGAINLEFT,LINEINGAINRIGHT,AUDIODELAY,PKTTTL,PKTDSCP,IMAGEQUALITY,MOTIONQUALITY,AUDIOINPUTTYPE,TXSAMPLERATE,TXEXTRAHOFFSET,TXEXTRAVOFFSET,SWAPCBCR,COLORSPACECOR,USEHPFORNONSUPMODE,UNCOMPRESSEDMODE,REDBRIGHTNESS,GREENBRIGHTNESS,BLUEBRIGHTNESS,SOGWINDOW,YCBCROUTPUTPASSTHRU,SIMPLEDVIDETECTPASSTHRU,HDMIAUDIOPASSTHRU,NEGATIVESYNCSPASSTHRU,ADCLEFTGAIN,ADCRIGHTGAIN,GEN1OUTPUTMODE,N2121COMPATIBILITY,ENCRYPTEDAUDIO,RELAXEDANALOGINPUTTIMING,MPCENABLE,VIDEOSOURCE,NTPSERVER1,NTPSERVER2,NTPSERVER3,MANUALDNS,DNSSERVER1,DNSSERVER2,SENDSCHEDULE,SENDSTARTTIME,SENDENDTIME,SENDUSERNAME,SENDPORT,SENDVALIDATE,SENDMETHOD,SENDAUTODELETE,SENDCONVERTMP4,SENDDESTADDR,RECORDBASENAME,SENDPATH,UNICASTMODE,UNICASTDESTIPADDR,AUDIOBITRATE,XPORTPORT,STREAMURL,RTSPPORT,RTCPPORT,VIDDETECTMODE,STREAMPCMAUDIO,GOPWIDTH,XPORTSTREAM,RTPENCAP,ENCODERMODE,FORCEMULTICAST,HTTPFILEDURSEC,STREAM_U,STREAM_C,P0_COMPRESSED,P1_COMPRESSED,P1_UNCOMPRESSED,HOMEPAGE,BRIGHTNESS,SLEEPDELAY,ENABLEWIRELESSAP,ENABLEBLUETOOTH,TXNAME,RXNAME,MASTERVOLLEFT,MASTERVOLRIGHT,HEADPHONEVOLLEFT,HEADPHONEVOLRIGHT,TXINPUTBALANCED,RELAY1CLOSED,RELAY2CLOSED,RELAYINTERLOCK,PHANTOMPOWER,UNSOLICITEDSTATUSINTERVAL,AUDIODELAYRX,CAPTURESAMPLERATE,UNICASTDESTIPADDR2,RXUNICASTMODE,DVRMODE,STREAM1A,STREAM2A,STREAM3A,STREAM4A,STREAM5A,STREAM6A,STREAM7A,STREAM8A,STREAM9A,MPEGMODE,GEN1STATPACKET,APPENDDESC,PREPENDTIMESTAMP,PREPENDSTREAM,ONLYNTP,VIDRTCPPORT,SUPPORTBFRAMES,DECODERMODE,DISABLECLOCKSYNC
121,AV300-25,N23-DEC,00:19:0B:85:38:3F,N2322A10006887,12,Static IP,10.40.242.45,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,AV300-26,N23-DEC,00:19:0B:85:3A:CB,N2322A10007539,11,Static IP,10.40.242.46,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,AV300-27,N23-DEC,00:19:0B:85:3A:CF,N2322A10007543,1,Static IP,10.40.242.47,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,AV300-28,N23-DEC,00:19:0B:85:3A:C2,N2322A10007530,10,Static IP,10.40.242.48,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,AV300-29,N23-DEC,00:19:0B:85:3A:C7,N2322A10007535,3,Static IP,10.40.242.49,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,AV300-30,N23-DEC,00:19:0B:85:3A:CD,N2322A10007541,4,Static IP,10.40.242.215,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,AV300-31,N23-DEC,00:19:0B:85:3A:C8,N2322A10007536,5,Static IP,10.40.242.216,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,AV300-32,N23-DEC,00:19:0B:85:3A:CA,N2322A10007538,6,Static IP,10.40.242.217,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,AV300-33,N23-DEC,00:19:0B:85:3A:C9,N2322A10007537,7,Static IP,10.40.242.218,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,AV300-34,N23-DEC,00:19:0B:85:3A:C3,N2322A10007531,8,Static IP,10.40.242.219,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,AV300-35,N23-DEC,00:19:0B:85:3A:C1,N2322A10007529,9,Static IP,10.40.242.220,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,AV300-36,N23-DEC,00:19:0B:85:3A:C0,N2322A10007528,10,Static IP,10.40.242.221,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,AV400-01,N23-DEC,00:19:0B:85:3C:23,N2322A10007883,18,Static IP,10.40.242.222,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,AV400-02,N23-DEC,00:19:0B:85:3C:19,N2322A10007873,17,Static IP,10.40.242.223,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,AV400-03,N23-DEC,00:19:0B:85:3C:22,N2322A10007882,12,Static IP,10.40.242.224,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,AV400-04,N23-DEC,00:19:0B:85:3C:16,N2322A10007870,22,Static IP,10.40.242.225,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,AV400-05,N23-DEC,00:19:0B:85:3C:15,N2322A10007869,19,Static IP,10.40.242.226,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,AV400-06,N23-DEC,00:19:0B:85:3C:12,N2322A10007866,18,Static IP,10.40.242.227,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,AV400-07,N23-DEC,00:19:0B:85:3C:18,N2322A10007872,11,Static IP,10.40.242.228,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,AV400-08,N23-DEC,00:19:0B:85:3C:14,N2322A10007868,17,Static IP,10.40.242.229,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,AV400-09,N23-DEC,00:19:0B:85:3C:10,N2322A10007864,22,Static IP,10.40.242.230,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,AV400-10,N23-DEC,00:19:0B:85:3C:13,N2322A10007867,12,Static IP,10.40.242.231,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,AV400-11,N23-DEC,00:19:0B:85:3C:20,N2322A10007880,14,Static IP,10.40.242.232,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,AV400-12,N23-DEC,00:19:0B:85:3C:17,N2322A10007871,14,Static IP,10.40.242.233,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,AV401-01,N23-DEC,00:19:0B:85:3C:21,N2322A10007881,22,Static IP,10.40.242.54,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,AV401-02,N23-DEC,00:19:0B:85:3C:1D,N2322A10007877,18,Static IP,10.40.242.55,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,AV401-03,N23-DEC,00:19:0B:85:3C:1F,N2322A10007879,12,Static IP,10.40.242.56,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,AV401-04,N23-DEC,00:19:0B:85:3C:1A,N2322A10007874,22,Static IP,10.40.242.57,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,AV401-05,N23-DEC,00:19:0B:85:3C:1B,N2322A10007875,13,Static IP,10.40.242.58,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,AV401-06,N23-DEC,00:19:0B:85:3C:11,N2322A10007865,11,Static IP,10.40.242.59,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,AV401-07,N23-DEC,00:19:0B:85:3C:1E,N2322A10007878,12,Static IP,10.40.242.60,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,AV401-08,N23-DEC,00:19:0B:85:3C:1C,N2322A10007876,22,Static IP,10.40.242.61,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,AV401-09,N23-DEC,00:19:0B:85:3B:FA,N2322A10007842,14,Static IP,10.40.242.62,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,AV401-10,N23-DEC,00:19:0B:85:38:88,N2322A10006960,19,Static IP,10.40.242.63,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,AV401-11,N23-DEC,00:19:0B:85:37:AA,N2322A10006738,20,Static IP,10.40.242.64,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,AV401-12,N23-DEC,00:19:0B:85:3C:08,N2322A10007856,11,Static IP,10.40.242.65,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Audio 01,N23-DEC,00:19:0B:85:4A:0E,N2322A10009216,11,Static IP,10.40.242.69,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,1,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Audio 02,N23-DEC,00:19:0B:85:4B:F2,N2322A10009700,12,Static IP,10.40.242.70,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,1,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Audio 03,N23-DEC,00:19:0B:85:4A:1C,N2322A10009230,13,Static IP,10.40.242.67,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,1,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Audio 04,N23-DEC,00:19:0B:85:4A:17,N2322A10009225,14,Static IP,10.40.242.68,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,1,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Bank 201,N23-DEC,00:19:0B:85:4A:13,N2322A10009221,23,Static IP,10.40.242.254,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Bank 207,N23-DEC,00:19:0B:85:4A:0F,N2322A10009217,24,Static IP,10.40.242.244,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Bank 208,N23-DEC,00:19:0B:85:4A:14,N2322A10009222,23,Static IP,10.40.242.243,255.255.255.0,10.40.242.1,Live Play,6/5/2018,6/5/2018,0,0,,,,9600,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
